Country,Region,Year,Infant_deaths,Under_five_deaths,Adult_mortality,Alcohol_consumption,Hepatitis_B,Measles,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,Population_mln,Thinness_ten_nineteen_years,Thinness_five_nine_years,Schooling,Economy_status_Developed,Economy_status_Developing,Life_expectancy
Tunisia,Africa,2000,25.0,29.9,111.9030,1.20,94,98,25.1,97,97,0.01,2881,9.71,6.6,6.5,4.9,0,1,73.2
Bulgaria,European Union,2003,12.5,15.1,153.6330,10.92,96,89,25.5,96,96,0.02,4519,7.78,2.3,2.4,10.1,1,0,72.1
Estonia,European Union,2006,5.2,6.6,184.2685,17.87,95,98,25.9,95,95,0.08,16155,1.35,2.1,2.2,12.2,1,0,72.7
"Congo, Rep.",Africa,2011,41.7,59.7,296.2345,1.90,70,64,22.9,69,82,1.99,2408,4.39,8,7.6,6.2,0,1,60.8
India,Asia,2001,64.4,88.1,218.9925,0.98,67,34,20.7,58,59,0.27,781,1075.00,27.5,28.5,4.5,0,1,62.9
Indonesia,Asia,2003,36.4,45.5,191.3535,0.05,64,21,21.9,80,71,0.19,2035,220.31,1.9,11,7.2,0,1,66.6
Guinea,Africa,2013,70.5,110.7,275.6240,0.25,63,64,22.8,49,63,0.71,750,10.89,7.7,7.6,2.6,0,1,58.4
Afghanistan,Asia,2011,61.8,84.0,245.3000,0.01,68,31,22.8,68,68,0.02,512,30.12,18.2,18.2,3.3,0,1,61.6
Ecuador,South America,2008,17.7,20.8,138.1625,4.12,93,94,26.2,94,96,0.17,5281,14.54,1.3,1.2,7.9,0,1,74.7
Jordan,Middle East,2007,18.7,21.9,119.3040,0.56,98,97,28.3,98,98,0.13,4679,6.26,3.8,3.8,9.8,0,1,72.9
Portugal,European Union,2006,3.4,4.4,94.1855,11.81,97,95,25.8,97,97,0.18,19501,10.52,0.7,0.5,7.6,1,0,78.4
Guinea-Bissau,Africa,2014,62.1,95.7,274.1415,3.07,87,64,23.3,84,87,1.59,584,1.69,7.3,7.1,2.9,0,1,56.6
Burundi,Africa,2009,62.9,97.1,326.7455,4.49,94,57,21.3,96,94,0.59,308,8.40,7.8,7.8,2.6,0,1,56.5
Sao Tome and Principe,Central America and Caribbean,2004,42.1,60.4,211.1710,5.92,70,71,23.9,99,96,0.75,1154,0.15,7.2,7.2,4.4,0,1,64
Belgium,European Union,2010,3.6,4.4,80.8845,10.27,97,83,25.9,98,98,0.08,39778,10.90,0.9,0.9,11.1,1,0,80.2
Pakistan,Asia,2004,77.9,98.1,182.2650,0.01,65,33,22.9,67,65,0.13,1129,156.66,21.4,21.8,4.3,0,1,63.7
Philippines,Asia,2015,23.4,29.6,199.7365,4.52,75,57,23.1,79,60,0.10,3001,102.11,1,9.7,9.3,0,1,70.6
Poland,European Union,2014,4.3,5.0,113.6230,10.45,96,95,26.5,94,98,0.08,12059,38.01,1.9,2.1,11.3,1,0,77.6
Georgia,Rest of Europe,2009,13.9,15.6,174.0635,6.26,54,71,26.7,93,88,0.12,2897,3.81,2.6,2.8,12.2,0,1,71.2
Fiji,Oceania,2008,20.2,23.8,202.2175,1.96,99,94,27.0,99,99,0.06,4532,0.85,4,3.7,9.4,0,1,66.5
Lithuania,European Union,2014,4.0,4.9,167.3750,14.90,94,92,26.4,93,93,0.09,13850,2.93,2.6,2.7,13,1,0,74.5
Namibia,Africa,2005,39.4,70.6,497.9455,1.97,83,64,23.4,86,86,8.45,3681,1.94,13.1,13.1,6,0,1,50.9
Somalia,Africa,2007,103.0,170.1,334.0380,0.00,42,64,22.6,40,40,0.13,250,11.08,7.3,7.1,2.1,0,1,53
Guatemala,Central America and Caribbean,2007,32.0,39.4,188.8115,2.36,85,83,25.7,85,85,0.16,3574,13.48,1.3,1.3,3.9,0,1,70.4
"Congo, Dem. Rep.",Africa,2011,81.3,109.9,277.4450,4.19,74,64,21.6,77,74,0.49,418,66.76,1.2,1,5.6,0,1,57.4
New Zealand,Oceania,2001,5.9,7.2,82.0920,8.69,90,86,26.8,82,90,0.02,31745,3.88,0.3,0.3,11.6,1,0,78.7
Pakistan,Asia,2009,71.5,89.1,172.1295,0.04,78,30,23.3,52,71,0.13,1246,175.53,2.5,2.9,4.5,0,1,65
Japan,Asia,2002,3.0,4.1,70.1230,7.86,83,86,22.5,89,96,0.17,31416,127.45,1.7,1.4,10.9,1,0,81.6
Vietnam,Asia,2010,18.3,22.9,131.2350,2.26,88,65,21.0,94,93,0.17,2016,87.97,14.5,15.4,7.5,0,1,74.8
Ethiopia,Africa,2008,59.8,91.6,293.2930,0.32,52,64,20.2,63,54,0.44,391,82.92,11.2,1.9,2.2,0,1,59.6
Turkmenistan,Asia,2001,54.7,66.0,233.3245,2.36,96,94,24.8,94,95,0.08,2363,4.56,3.6,3.5,9.9,0,1,63.8
Senegal,Africa,2007,48.2,79.4,229.0005,0.34,94,33,22.6,93,94,0.36,1132,11.69,11,1.9,2.4,0,1,62.1
Bahrain,Middle East,2010,7.3,8.5,71.2120,1.96,99,98,25.0,99,99,0.05,20982,1.24,6,5.9,8.4,0,1,76.1
Costa Rica,Central America and Caribbean,2002,10.1,12.1,97.5330,4.16,94,86,26.0,94,94,0.14,7940,4.10,2.2,2.2,8,0,1,77.7
Comoros,Africa,2008,65.3,89.5,251.6725,0.12,81,64,23.6,81,81,0.02,1183,0.66,7.2,7.1,3.7,0,1,61.1
Japan,Asia,2012,2.2,3.0,58.3950,8.50,83,92,22.7,99,97,0.17,33518,127.63,1.9,1.7,12,1,0,83.1
Zimbabwe,Africa,2002,50.7,92.6,719.3605,2.39,73,64,23.3,73,71,11.04,1559,11.95,1.2,1.3,6.9,0,1,43.5
Austria,European Union,2008,3.8,4.5,74.9395,12.03,83,62,25.3,83,83,0.08,44440,8.32,1.7,1.9,11.5,1,0,80.4
Mali,Africa,2007,83.3,145.4,291.4325,0.56,74,64,22.3,76,74,0.65,697,13.65,9.4,9.3,1.8,0,1,53.6
Romania,European Union,2015,7.7,9.2,128.6030,9.45,90,80,26.7,89,89,0.04,8969,19.82,2.5,2.7,10.9,1,0,74.9
El Salvador,Central America and Caribbean,2004,22.4,26.6,211.0670,2.78,90,80,26.5,90,90,0.32,3072,6.02,1.9,1.8,5.8,0,1,69.9
Eswatini,Africa,2011,51.5,73.4,483.8060,6.89,91,92,26.4,85,91,15.78,3356,1.07,5.1,5.2,5.9,0,1,48.1
Israel,Middle East,2004,4.7,5.8,69.7810,2.44,99,97,26.5,95,95,0.08,28151,6.81,1.1,1.1,12.2,1,0,80.1
Ghana,Africa,2001,62.1,95.7,300.1020,1.85,80,55,22.7,81,79,1.66,1056,19.76,9,9,6.2,0,1,57.2
Papua New Guinea,Oceania,2010,44.9,57.9,234.9045,0.73,56,65,25.0,61,67,0.37,2235,7.31,1.4,1.3,4,0,1,62
St. Lucia,Central America and Caribbean,2005,16.0,18.4,159.1820,12.87,95,83,27.8,95,95,0.40,9665,0.16,4.4,4.4,7.5,0,1,74.1
Haiti,Central America and Caribbean,2015,52.8,69.9,243.6235,2.78,64,83,25.2,64,60,0.67,1387,10.70,3.9,3.9,5.2,0,1,62.5
China,Asia,2008,14.8,18.5,97.3465,4.27,95,95,23.0,99,97,0.10,4712,1324.66,4.5,4,7,0,1,73.8
Ecuador,South America,2003,21.5,25.4,152.0585,4.04,82,95,25.7,97,87,0.20,4441,13.37,1.5,1.4,7.1,0,1,73.6
South Africa,Africa,2002,47.9,74.3,487.2780,7.47,72,46,26.3,70,70,12.12,5116,46.15,14.5,17.1,8.5,0,1,54.3
Mozambique,Africa,2009,72.7,107.3,388.7630,0.69,74,64,22.3,74,74,3.50,463,22.89,3.7,3.6,3.1,0,1,51.7
"Bahamas, The",Central America and Caribbean,2010,13.3,15.6,167.8040,9.21,98,83,27.5,97,99,0.49,32248,0.35,2.5,2.5,10.9,0,1,72.1
Kiribati,Oceania,2000,51.7,68.1,222.4420,0.56,90,35,28.7,90,90,0.17,1554,0.08,0.2,0.2,6.8,0,1,63.1
North Macedonia,Rest of Europe,2012,9.0,10.1,101.4970,3.54,98,97,26.4,97,95,0.08,4408,2.06,2.2,2.2,9.3,0,1,74.9
United Arab Emirates,Middle East,2003,8.9,10.3,89.5860,1.57,92,92,27.4,94,94,0.13,57932,3.71,5.2,5,8.7,0,1,75
Equatorial Guinea,Africa,2002,101.7,147.1,331.2130,7.12,46,64,22.8,45,36,3.61,8004,0.66,1.4,1.3,5.4,0,1,53.8
Denmark,European Union,2013,3.5,4.1,72.3825,9.44,88,86,25.3,94,94,0.04,51832,5.61,1.1,0.9,13.2,1,0,80.3
Haiti,Central America and Caribbean,2012,56.4,75.6,252.5660,2.43,60,83,24.8,66,67,0.78,1329,10.25,3.9,3.9,4.9,0,1,61.3
Syrian Arab Republic,Middle East,2009,16.1,18.8,144.0740,0.76,84,82,27.6,83,80,0.13,1629,21.21,6.4,6.2,6.6,0,1,72.9
Tunisia,Africa,2008,16.6,19.4,100.8905,1.28,99,99,25.7,99,99,0.04,3806,10.41,6.3,6.3,6.3,0,1,74.7
Italy,European Union,2003,4.1,4.8,70.0145,9.30,95,83,25.5,97,96,0.09,32897,57.31,0.5,0.5,8.9,1,0,80
Samoa,Oceania,2004,16.6,19.4,157.8070,3.62,54,45,30.9,35,55,0.17,3678,0.18,0.2,0.2,9.3,0,1,70.1
Zambia,Africa,2009,52.9,83.6,412.8020,3.05,94,39,22.1,93,94,5.93,1134,13.22,6.7,6.6,6.5,0,1,54.1
Vietnam,Asia,2006,19.4,24.4,135.3425,1.35,93,65,20.6,94,94,0.22,1651,84.62,15.1,15.9,6.6,0,1,74.3
Ecuador,South America,2009,17.0,19.9,135.9750,4.20,91,99,26.4,91,94,0.16,5225,14.77,1.3,1.2,7.9,0,1,74.9
France,European Union,2008,3.2,4.4,86.6350,12.53,47,65,25.0,99,98,0.11,36357,64.37,0.6,0.6,10.7,1,0,81.2
"Egypt, Arab Rep.",Africa,2002,33.5,41.5,173.8735,0.14,97,64,27.9,97,97,0.13,2665,71.49,3.4,3.4,5.1,0,1,69
Norway,Rest of Europe,2005,3.3,4.1,72.1705,6.37,88,91,26.0,91,91,0.03,73037,4.62,0.8,0.7,12.4,1,0,80
Vietnam,Asia,2004,20.4,25.6,136.4285,1.13,94,65,20.3,96,96,0.25,1462,83.06,15.4,16.1,6.2,0,1,73.9
St. Lucia,Central America and Caribbean,2010,17.3,19.7,145.0685,10.33,97,83,28.7,97,97,0.40,10151,0.17,4.3,4.3,8.4,0,1,74.9
Samoa,Oceania,2000,18.1,21.2,176.8020,3.00,89,46,30.5,98,95,0.17,3059,0.17,0.2,0.2,8.8,0,1,68.7
Latvia,European Union,2005,8.6,10.5,221.1375,9.92,99,99,25.9,99,99,0.15,10528,2.24,2.5,2.5,12.1,1,0,71.4
Panama,Central America and Caribbean,2003,20.5,24.1,124.5355,4.92,98,89,25.9,95,98,0.40,7037,3.21,2.2,2.2,8.8,0,1,75.6
Botswana,Africa,2009,40.1,55.3,387.5165,5.36,94,83,24.1,96,96,8.27,5287,1.95,8.4,8.2,8.8,0,1,58.4
Malaysia,Asia,2012,6.8,8.0,126.1405,0.55,97,99,25.3,97,97,0.16,8889,29.07,7.9,7.7,10.1,0,1,74.9
Cabo Verde,Africa,2013,19.2,22.5,129.5220,3.73,94,89,24.4,93,93,0.26,3070,0.51,6.9,6.9,5.6,0,1,71.7
Angola,Africa,2008,85.5,137.7,288.0900,5.19,69,64,22.6,36,69,1.41,3048,21.70,9.5,9.4,4.6,0,1,53.2
New Zealand,Oceania,2014,4.7,5.7,68.0000,8.98,93,86,27.9,93,93,0.03,38002,4.52,0.4,0.3,12.2,1,0,81.4
Netherlands,European Union,2014,3.5,4.1,58.8975,8.38,92,93,25.5,96,96,0.04,44522,16.87,1,0.9,12.1,1,0,81.7
Chad,Africa,2010,84.1,147.7,382.1715,0.55,39,64,21.6,43,39,0.64,724,11.95,9.4,9.3,1.9,0,1,50.9
Nigeria,Africa,2000,109.8,182.9,406.3690,11.47,29,64,22.3,31,29,1.39,1451,122.28,14.3,14.4,5.2,0,1,46.3
Tajikistan,Asia,2014,33.4,38.4,135.9040,0.83,97,98,25.8,94,97,0.11,945,8.25,3.6,3.7,10.6,0,1,69.9
Saudi Arabia,Middle East,2005,14.2,16.5,101.6475,0.05,97,97,27.8,96,96,0.13,18683,23.82,7.2,7.3,7.6,0,1,73.3
Sao Tome and Principe,Central America and Caribbean,2008,31.9,42.9,200.4685,4.56,99,71,24.3,99,99,0.39,1353,0.17,6.5,6.4,4.7,0,1,66.4
Colombia,South America,2009,16.2,18.9,149.4140,4.24,92,71,25.6,92,92,0.20,4993,44.75,2.2,2,7.3,0,1,75.2
"Yemen, Rep.",Middle East,2003,60.0,81.2,248.7515,0.04,38,95,22.6,61,61,0.02,2447,18.99,14,13.9,1.6,0,1,62.4
Mauritania,Africa,2012,58.8,90.5,208.0000,0.00,80,64,24.7,80,80,0.17,1454,3.71,8.3,8.1,4,0,1,63.1
Jamaica,Central America and Caribbean,2008,16.2,18.9,144.3570,3.35,92,80,26.6,91,91,0.63,5240,2.78,1.9,1.7,8.6,0,1,74.1
Burkina Faso,Africa,2002,87.6,170.4,322.7050,5.48,86,31,21.1,69,69,0.76,462,12.29,11,1.6,1.3,0,1,51.4
Honduras,Central America and Caribbean,2009,20.6,24.4,155.5755,2.76,97,83,25.9,97,97,0.09,2086,8.15,2.3,2.2,5.2,0,1,73.1
Belgium,European Union,2012,3.5,4.3,78.0865,10.09,98,85,26.0,99,99,0.08,39976,11.11,0.9,0.9,11.2,1,0,80.4
"Congo, Rep.",Africa,2010,43.0,62.0,308.0650,1.75,74,64,22.8,72,74,2.02,2423,4.27,8.1,7.7,6.1,0,1,60.1
Panama,Central America and Caribbean,2001,21.4,25.4,124.6200,4.90,98,88,25.7,95,99,0.40,6861,3.09,2.3,2.3,8.6,0,1,75.2
Malaysia,Asia,2000,8.7,10.2,135.1495,0.56,97,91,23.8,98,98,0.26,6393,23.19,9.8,9.6,8.6,0,1,72.6
Spain,European Union,2000,4.4,5.4,83.2030,11.61,77,92,26.1,95,95,0.11,23938,40.57,0.6,0.5,8.4,1,0,79
Guinea,Africa,2002,92.7,150.9,340.4565,0.21,57,64,21.9,56,53,1.28,657,8.59,9.9,9.9,1.5,0,1,51.5
Grenada,Central America and Caribbean,2014,14.0,16.0,142.5660,7.88,97,92,26.8,81,97,0.40,8601,0.11,3.8,3.8,8.6,0,1,72.5
Niger,Africa,2005,78.5,170.2,281.6355,0.10,72,64,21.2,46,45,0.24,411,13.62,11.9,11.8,1.3,0,1,53.4
Benin,Africa,2011,68.3,106.7,253.2105,1.47,75,83,23.2,77,75,0.46,990,9.46,7.6,7.5,2.8,0,1,59.6
New Zealand,Oceania,2010,5.1,6.1,69.9200,9.62,90,86,27.6,93,93,0.04,35394,4.35,0.3,0.3,12,1,0,80.7
Jamaica,Central America and Caribbean,2010,15.4,18.0,139.9575,2.94,94,56,26.9,94,94,0.58,4889,2.81,1.8,1.7,8.9,0,1,74
Mexico,North America,2003,21.0,24.9,125.2595,5.01,98,96,27.0,98,98,0.15,8587,103.08,1.9,1.8,7.1,0,1,75.1
Cote d'Ivoire,Africa,2015,65.7,90.8,396.4580,1.54,83,64,23.7,81,83,0.63,1973,23.23,5.5,5.5,5,0,1,56.1
Lao PDR,Asia,2012,47.6,61.9,207.3365,6.33,79,65,22.4,78,79,0.16,1795,6.44,9.1,9.2,5,0,1,65.3
Romania,European Union,2000,18.1,21.6,180.5335,9.00,98,96,24.8,99,99,0.05,4549,22.44,4,4.3,9.9,1,0,71.2
Denmark,European Union,2011,3.4,4.1,78.1010,10.45,88,86,25.3,91,91,0.04,51644,5.57,1.1,0.9,12.7,1,0,79.8
Kiribati,Oceania,2010,49.3,64.4,207.2785,0.49,91,21,29.6,95,91,0.17,1366,0.10,0.1,0.1,7.9,0,1,65.8
Poland,European Union,2012,4.7,5.4,124.3160,10.21,97,95,26.3,95,99,0.08,11520,38.06,2,2.1,11.7,1,0,76.7
St. Vincent and the Grenadines,Central America and Caribbean,2013,16.2,18.0,156.9805,6.96,97,83,26.9,97,97,0.40,6965,0.11,3.5,3.4,8.6,0,1,71.9
Burundi,Africa,2004,82.3,131.9,349.8480,6.24,83,57,20.9,76,83,0.95,303,7.13,8.4,8.4,2.2,0,1,52.5
Angola,Africa,2004,105.7,175.1,329.3060,2.41,67,64,22.2,18,40,1.45,2168,18.76,1.2,1.1,4.4,0,1,49.3
Kyrgyz Republic,Asia,2003,37.1,43.1,223.2220,6.35,99,65,25.0,98,98,0.06,786,5.04,3.5,3.5,10,0,1,68.3
Colombia,South America,2001,20.6,24.3,167.9090,4.31,80,83,24.9,83,80,0.23,3966,40.26,2.5,2.3,6.5,0,1,73.2
Benin,Africa,2010,69.6,109.0,255.2535,1.35,76,83,23.1,77,76,0.50,989,9.20,7.8,7.6,2.8,0,1,59.3
Cote d'Ivoire,Africa,2005,85.2,125.6,445.8890,0.85,76,64,23.1,87,76,2.33,1565,18.35,7.2,7.1,3.7,0,1,50.1
Myanmar,Asia,2003,60.7,82.3,231.3540,0.61,74,63,21.5,86,78,0.50,427,48.15,13.3,13.6,3.4,0,1,61
Denmark,European Union,2008,3.7,4.4,87.3140,10.70,88,87,25.2,88,88,0.04,53345,5.49,1.1,0.9,12.9,1,0,78.4
Lebanon,Middle East,2011,8.3,9.7,65.8460,1.30,81,70,27.2,79,81,0.03,8754,5.20,4.7,4.7,8,0,1,78.5
Israel,Middle East,2010,3.7,4.6,60.0160,2.78,97,93,26.9,95,95,0.08,32505,7.62,1.2,1.1,12.6,1,0,81.6
Indonesia,Asia,2013,25.0,30.0,179.2695,0.09,85,76,22.8,92,85,0.18,3104,251.81,1.5,1.3,7.8,0,1,70.2
Angola,Africa,2010,75.9,120.4,270.2210,7.58,77,64,22.8,56,77,1.33,2994,23.36,9.1,9,4.7,0,1,55.4
Tunisia,Africa,2007,17.2,20.2,102.1590,1.17,98,98,25.7,98,98,0.04,3691,10.30,6.3,6.3,6.1,0,1,74.6
Algeria,Africa,2000,33.9,39.7,140.4860,0.25,81,78,24.3,86,86,0.01,3111,31.04,6.5,6.4,5.9,0,1,70.6
Rwanda,Africa,2010,44.0,63.8,246.6350,7.13,97,87,21.7,93,97,1.04,599,10.04,6.5,6.3,3.8,0,1,63.4
Indonesia,Asia,2001,39.4,49.8,191.4220,0.06,62,25,21.7,77,76,0.11,1909,214.43,11,11.1,6.9,0,1,66
Australia,Oceania,2000,5.1,6.2,77.0385,10.17,95,85,26.2,90,90,0.04,45559,19.15,0.7,0.7,11.9,1,0,79.2
Iraq,Middle East,2002,34.3,42.6,168.1390,0.17,65,48,27.2,76,77,0.13,3819,24.93,5.5,5.3,5.4,0,1,68.8
Oman,Middle East,2010,10.1,11.7,98.6150,0.51,99,99,25.9,99,99,0.05,20640,3.04,6.9,6.8,7.9,0,1,75.7
Paraguay,South America,2000,27.9,33.9,169.3860,5.64,89,55,24.9,86,86,0.18,3904,5.32,2.5,2.4,5.9,0,1,70.5
Qatar,Middle East,2006,8.7,10.1,62.4780,1.13,96,87,28.1,95,96,0.05,61522,1.02,4.9,4.5,9.2,0,1,78.4
Madagascar,Africa,2014,42.3,60.8,223.1200,0.87,73,64,21.2,71,73,0.22,465,23.59,7.2,7.1,6.1,0,1,65.1
Comoros,Africa,2010,62.2,84.6,243.2530,0.13,74,64,23.8,82,74,0.02,1208,0.69,7.1,6.9,4.2,0,1,61.9
Belize,Central America and Caribbean,2002,18.9,22.2,196.5000,4.92,97,88,27.6,93,89,1.38,4448,0.26,3.7,3.6,10.2,0,1,69.3
Australia,Oceania,2014,3.4,4.0,60.8255,9.90,91,93,27.1,92,92,0.04,56306,23.48,0.6,0.6,12.7,1,0,82.3
Pakistan,Asia,2012,67.0,82.8,163.2410,0.03,72,42,23.6,64,72,0.13,1262,187.28,19.8,2.2,4.8,0,1,65.8
Grenada,Central America and Caribbean,2009,12.8,14.9,154.5600,8.55,99,78,26.3,99,99,0.40,8133,0.11,3.8,3.8,8.2,0,1,73
Kenya,Africa,2000,59.9,98.5,480.3625,1.51,77,28,22.0,80,82,4.78,1146,31.96,9.2,9.1,5.3,0,1,50.9
Montenegro,Rest of Europe,2005,9.2,10.5,130.9385,10.30,91,96,25.7,92,92,0.03,5013,0.61,2.3,2.3,10.5,0,1,74
Burkina Faso,Africa,2015,59.6,100.9,257.9580,7.03,91,50,22.1,91,91,0.16,653,18.11,8,7.5,1.4,0,1,59.9
Cuba,Central America and Caribbean,2003,6.3,7.9,106.0280,4.39,99,78,24.8,98,72,0.13,4419,11.23,3.5,3.3,9.8,0,1,77.3
Liberia,Africa,2007,80.8,114.0,281.6050,4.05,58,64,23.6,67,65,3.50,609,3.46,7.9,7.8,3.9,0,1,57.4
Ecuador,South America,2015,13.2,15.4,123.9060,3.69,78,76,27.1,84,78,0.16,6124,16.21,1.2,1.1,8.4,0,1,76.1
Australia,Oceania,2008,4.4,5.2,64.3180,10.76,94,80,26.8,92,92,0.05,53339,21.25,0.7,0.6,12.3,1,0,81.4
Ecuador,South America,2000,24.7,29.5,158.0270,4.01,36,95,25.3,83,87,0.23,4209,12.68,1.6,1.5,7,0,1,72.8
Norway,Rest of Europe,2012,2.5,3.0,59.0970,6.21,88,91,26.5,95,95,0.04,73179,5.02,0.7,0.7,12.6,1,0,81.5
India,Asia,2011,43.0,55.0,188.4325,2.95,44,27,21.4,79,82,0.09,1293,1250.29,26.9,27.7,5.4,0,1,67.1
Tanzania,Africa,2000,78.9,129.7,449.9005,5.96,92,64,22.1,64,79,4.43,568,33.50,8.3,8.3,4.2,0,1,50.8
Morocco,Africa,2003,39.0,45.9,131.5230,0.48,90,92,24.9,91,91,0.06,1995,29.78,6.6,6.4,3.7,0,1,70.4
Mexico,North America,2011,15.9,18.5,116.3525,4.00,98,97,27.6,97,97,0.16,9076,115.70,1.6,1.6,8.4,0,1,75
United Kingdom,Rest of Europe,2007,4.9,5.8,78.7825,11.06,88,86,26.8,92,92,0.08,44576,61.32,0.7,0.5,12.6,1,0,79.4
Colombia,South America,2007,17.2,20.2,152.8845,4.54,93,93,25.4,93,93,0.21,4890,43.74,2.3,2.1,7.2,0,1,74.7
Guyana,South America,2009,31.1,38.2,218.0415,5.87,98,84,25.7,97,98,0.68,4682,0.75,5.6,5.4,8,0,1,67.8
Ireland,European Union,2008,3.8,4.4,73.6315,12.18,95,86,27.0,93,93,0.07,48314,4.49,0.3,0.2,12,1,0,80.1
Samoa,Oceania,2001,17.6,20.6,172.2010,3.42,89,46,30.6,88,85,0.17,3268,0.18,0.2,0.2,8.9,0,1,69.1
Turkmenistan,Asia,2004,46.7,55.2,222.8870,2.58,96,90,25.1,98,97,0.08,2492,4.70,3.4,3.4,9.9,0,1,64.7
Jamaica,Central America and Caribbean,2004,17.3,20.3,158.4880,3.32,98,95,26.1,97,98,0.83,5121,2.73,1.9,1.8,8,0,1,74.1
Mexico,North America,2014,14.4,16.8,112.2355,3.94,84,95,27.8,87,87,0.16,9426,120.36,1.6,1.5,8.4,0,1,74.9
Thailand,Asia,2003,16.2,18.9,189.8000,6.07,96,92,23.1,98,98,0.47,4038,64.55,9.1,9.3,6.7,0,1,71.4
Mozambique,Africa,2008,75.6,112.9,395.4425,0.74,75,64,22.2,74,75,3.50,448,22.28,3.7,3.7,3.1,0,1,51.3
"Venezuela, RB",South America,2001,17.8,20.9,159.1050,8.15,53,83,26.3,87,70,0.40,4987,24.65,1.8,1.7,6.4,0,1,72.3
Saudi Arabia,Middle East,2011,9.9,11.5,92.9715,0.00,98,97,28.1,98,98,0.13,19813,28.27,7.4,7.4,9.1,0,1,74.1
Latvia,European Union,2000,11.5,14.2,225.8120,7.13,95,90,25.6,96,96,0.25,6727,2.37,2.8,2.8,9.5,1,0,70.3
Timor-Leste,Oceania,2015,42.8,50.2,149.7365,0.41,76,64,21.2,75,76,0.10,1333,1.20,1.9,11.1,4.5,0,1,68.5
Myanmar,Asia,2012,45.4,58.6,201.0735,1.24,58,80,22.3,87,84,0.32,1017,51.41,13,13.2,4.5,0,1,64.5
Czechia,European Union,2006,3.4,4.1,106.5445,13.58,98,98,26.7,98,98,0.08,15949,10.24,2,2.1,12.1,1,0,76.5
Iceland,Rest of Europe,2002,2.9,3.7,68.5245,6.53,88,90,25.6,95,95,0.03,43143,0.29,1,0.9,9.7,1,0,80.5
Australia,Oceania,2007,4.5,5.4,66.4240,10.56,94,89,26.8,92,92,0.05,52539,20.83,0.7,0.6,12,1,0,81.3
Chad,Africa,2001,98.2,180.5,410.0160,0.34,27,64,21.0,26,26,1.27,403,8.68,11.3,11.2,1.4,0,1,47.8
Tunisia,Africa,2012,15.2,17.7,95.8180,1.35,97,96,26.0,97,97,0.04,3959,10.85,6.4,6.3,6.8,0,1,75.4
Suriname,South America,2009,21.1,23.7,182.2965,4.93,87,16,26.1,85,87,0.66,8600,0.52,3.5,3.4,7.7,0,1,70.2
Nicaragua,Central America and Caribbean,2002,28.5,34.6,190.5650,3.46,85,83,26.0,85,85,0.14,1456,5.22,2.2,2.1,5.2,0,1,70.3
Fiji,Oceania,2015,20.6,24.4,185.8580,2.63,99,94,27.6,99,99,0.12,5391,0.87,4,3.7,10.8,0,1,67.1
Moldova,Rest of Europe,2003,19.8,23.3,234.5290,6.27,99,92,26.1,98,98,0.32,1644,2.90,3.3,3.5,9.8,0,1,67.5
Italy,European Union,2010,3.4,4.0,56.6155,6.95,96,84,25.7,96,96,0.08,32058,59.28,0.5,0.5,9.7,1,0,82
Germany,European Union,2013,3.3,4.0,73.2135,11.08,88,93,26.5,93,95,0.03,40135,80.65,1.1,1.1,14,1,0,80.5
Bahrain,Middle East,2014,6.6,7.7,67.6020,1.57,98,99,24.9,98,98,0.05,22677,1.34,6.1,6,9.1,0,1,76.6
Seychelles,Africa,2000,11.8,13.8,181.5530,8.33,98,99,25.4,98,98,3.50,11178,0.08,6.3,6.7,7.4,0,1,72.8
Uruguay,South America,2003,13.7,15.7,119.9385,5.40,91,93,26.1,91,91,0.17,9008,3.32,1.7,1.6,8,0,1,75.4
Greece,European Union,2000,5.6,6.4,82.1590,8.60,89,77,26.7,89,89,0.03,18643,10.81,0.9,0.8,8.6,1,0,77.9
Bosnia and Herzegovina,Rest of Europe,2014,5.5,6.4,97.4955,4.69,89,92,25.6,86,86,0.08,4518,3.48,2.4,2.4,9.2,0,1,76.7
Canada,North America,2000,5.3,6.2,80.9805,7.60,14,84,26.3,88,89,0.10,34122,30.69,0.5,0.5,11,1,0,79.1
Nepal,Asia,2009,38.3,48.3,181.9720,0.22,89,65,21.7,93,89,0.17,700,26.88,16.9,17.4,3.2,0,1,67.2
Mali,Africa,2015,66.8,108.3,267.5905,0.62,64,64,22.9,67,64,0.39,751,17.44,7.7,7.5,2.3,0,1,57.5
Vanuatu,Oceania,2002,23.6,28.1,172.4500,0.90,66,65,25.5,67,70,0.17,2478,0.19,1.7,1.6,6.5,0,1,67.8
Djibouti,Africa,2014,56.2,68.0,253.9700,0.32,78,82,24.0,78,78,0.25,2509,0.90,5.6,5.4,4.1,0,1,63.2
North Macedonia,Rest of Europe,2006,11.5,13.0,114.3515,3.79,89,97,26.0,92,93,0.08,3780,2.04,2.5,2.5,8.4,0,1,73.9
Rwanda,Africa,2003,81.4,133.5,395.7250,8.65,96,87,21.2,96,96,2.50,401,8.56,7,7.3,2.6,0,1,52.2
Timor-Leste,Oceania,2004,69.3,86.0,219.4205,0.39,75,64,20.2,57,57,0.05,913,0.97,12,12,3.1,0,1,62.9
North Macedonia,Rest of Europe,2004,12.7,14.3,117.1545,4.98,79,97,25.9,95,94,0.08,3446,2.03,2.6,2.6,7.8,0,1,73.6
